tender_id,project_name,vendor_name,bid_amount,estimated_amount,status,submission_date
T167,"Rural Bridge Construction - Tirunelveli","Gujarat Builders",8331000,9232000,AWARDED,2024-06-27T00:00:00Z
T167,"Rural Bridge Construction - Tirunelveli","Kalinga Corporation",10066000,9232000,SUBMITTED,2024-06-30T00:00:00Z
T167,"Rural Bridge Construction - Tirunelveli","Ganesh Corporation",9289000,9232000,SUBMITTED,2024-07-01T00:00:00Z
T168,"Gram Panchayat Office Renovation - Vellore","Ganesh Corporation",1285000,1423000,AWARDED,2024-03-25T00:00:00Z
T168,"Gram Panchayat Office Renovation - Vellore","Pioneer Engineering Ltd",1602000,1423000,ACTIVE,2024-03-27T00:00:00Z
T168,"Gram Panchayat Office Renovation - Vellore","Ganga Builders",1426000,1423000,ACTIVE,2024-03-27T00:00:00Z
T169,"Fair Price Shop Construction - Vellore","Ganga Corporation",1663000,1848000,AWARDED,2024-08-01T00:00:00Z
T169,"Fair Price Shop Construction - Vellore","Pioneer Projects",1701000,1848000,SUBMITTED,2024-08-02T00:00:00Z
T169,"Fair Price Shop Construction - Vellore","Blue Infra Pvt Ltd",1642000,1848000,SUBMITTED,2024-08-05T00:00:00Z
T170,"Soil Conservation Works - Vellore","J Kumar Engineering Ltd",6181000,6614000,AWARDED,2024-01-19T00:00:00Z
T170,"Soil Conservation Works - Vellore","Andhra Infrastructure",6558000,6614000,SUBMITTED,2024-01-21T00:00:00Z
T171,"Rainwater Harvesting Structure - Erode","Krishna Projects",2360000,2497000,AWARDED,2024-01-20T00:00:00Z
T171,"Rainwater Harvesting Structure - Erode","Vimal Engineering",2785000,2497000,SUBMITTED,2024-01-22T00:00:00Z
T172,"Fair Price Shop Construction - Erode","Shiva Solutions",1477000,1632000,AWARDED,2024-06-03T00:00:00Z
T172,"Fair Price Shop Construction - Erode","Sai Infrastructure",1552000,1632000,ACTIVE,2024-06-05T00:00:00Z
T173,"Gram Panchayat Office Renovation - Erode","Vinayak Contractors",871000,928000,AWARDED,2024-02-12T00:00:00Z
T173,"Gram Panchayat Office Renovation - Erode","AFCONS Enterprises",950000,928000,SUBMITTED,2024-02-14T00:00:00Z
T173,"Gram Panchayat Office Renovation - Erode","Blue Solutions",880000,928000,ACTIVE,2024-02-13T00:00:00Z
T174,"Borewell and Handpump Installation - Dindigul","Sahyadri Contractors",779000,843000,AWARDED,2024-05-05T00:00:00Z
T174,"Borewell and Handpump Installation - Dindigul","Shapoorji Engineering",801000,843000,SUBMITTED,2024-05-07T00:00:00Z
T174,"Borewell and Handpump Installation - Dindigul","NCC Infra Ltd",805000,843000,SUBMITTED,2024-05-06T00:00:00Z
T175,"Panchayat Community Hall - Dindigul","Birla Group",5513000,5879000,AWARDED,2024-03-16T00:00:00Z
T175,"Panchayat Community Hall - Dindigul","Krishna Solutions",6205000,5879000,ACTIVE,2024-03-20T00:00:00Z
T175,"Panchayat Community Hall - Dindigul","NCC Constructions",5698000,5879000,ACTIVE,2024-03-19T00:00:00Z
T176,"Water Supply Pipeline Installation - Dindigul","PQR Builders",5839000,6355000,AWARDED,2024-08-20T00:00:00Z
T176,"Water Supply Pipeline Installation - Dindigul","Krishna Constructions Pvt Ltd",6788000,6355000,SUBMITTED,2024-08-24T00:00:00Z
T176,"Water Supply Pipeline Installation - Dindigul","Era Services",5967000,6355000,ACTIVE,2024-08-24T00:00:00Z
T177,"Rainwater Harvesting Structure - Thanjavur","Maharashtra Construction Co",4031000,4679000,AWARDED,2024-10-19T00:00:00Z
T177,"Rainwater Harvesting Structure - Thanjavur","Vinayak Contractors",4984000,4679000,SUBMITTED,2024-10-21T00:00:00Z
T177,"Rainwater Harvesting Structure - Thanjavur","Elite Construction Co",4585000,4679000,SUBMITTED,2024-10-21T00:00:00Z
T178,"Public Toilet Block (SBMG) - Thanjavur","Pandian Engineering Ltd",1822000,1973000,AWARDED,2024-02-24T00:00:00Z
T178,"Public Toilet Block (SBMG) - Thanjavur","Sai Construction Co",1753000,1973000,SUBMITTED,2024-02-25T00:00:00Z
T178,"Public Toilet Block (SBMG) - Thanjavur","Era Corporation",1837000,1973000,ACTIVE,2024-02-25T00:00:00Z
T179,"Panchayat Community Hall - Thanjavur","J Kumar Services",8404000,9477000,AWARDED,2024-03-30T00:00:00Z
T179,"Panchayat Community Hall - Thanjavur","Ganga Enterprises",10447000,9477000,SUBMITTED,2024-04-02T00:00:00Z
T179,"Panchayat Community Hall - Thanjavur","Karnataka Infra Pvt Ltd",9289000,9477000,SUBMITTED,2024-03-31T00:00:00Z
T180,"Panchayat Community Hall - Bengaluru","Andhra Contractors",7830000,8449000,AWARDED,2024-05-29T00:00:00Z
T180,"Panchayat Community Hall - Bengaluru","Simplex Associates",7792000,8449000,SUBMITTED,2024-05-30T00:00:00Z
T181,"Gram Panchayat Office Renovation - Bengaluru","Premier Engineering Ltd",3008000,3187000,AWARDED,2024-02-07T00:00:00Z
T181,"Gram Panchayat Office Renovation - Bengaluru","Ahluwalia Builders",3052000,3187000,SUBMITTED,2024-02-09T00:00:00Z
T181,"Gram Panchayat Office Renovation - Bengaluru","Rajasthan Projects",3011000,3187000,SUBMITTED,2024-02-10T00:00:00Z
T182,"Check Dam Construction - Bengaluru","ABC Constructions Pvt Ltd",6052000,6741000,AWARDED,2024-07-07T00:00:00Z
T182,"Check Dam Construction - Bengaluru","Megha Enterprises",6958000,6741000,SUBMITTED,2024-07-08T00:00:00Z
T183,"Government Primary School Renovation - Bengaluru","Ahluwalia Infra Pvt Ltd",5896000,6266000,AWARDED,2024-08-23T00:00:00Z
T183,"Government Primary School Renovation - Bengaluru","Pioneer Construction Co",6676000,6266000,SUBMITTED,2024-08-26T00:00:00Z
T183,"Government Primary School Renovation - Bengaluru","Gujarat Developers",7028000,6266000,SUBMITTED,2024-08-27T00:00:00Z
T184,"Rural Bridge Construction - Mysuru","BrightSun Civil Works",11003000,12787000,AWARDED,2024-07-23T00:00:00Z
T184,"Rural Bridge Construction - Mysuru","AFCONS Services",13560000,12787000,ACTIVE,2024-07-24T00:00:00Z
T184,"Rural Bridge Construction - Mysuru","Pioneer Services",11758000,12787000,ACTIVE,2024-07-25T00:00:00Z
T185,"Skill Development Training Centre - Mysuru","Birla Contractors",3699000,4260000,AWARDED,2024-08-11T00:00:00Z
T185,"Skill Development Training Centre - Mysuru","Ganga Engineering Ltd",4233000,4260000,ACTIVE,2024-08-15T00:00:00Z
T185,"Skill Development Training Centre - Mysuru","ABC Constructions Pvt Ltd",4200000,4260000,SUBMITTED,2024-08-15T00:00:00Z
T186,"Rainwater Harvesting Structure - Mysuru","Maharashtra Builders",5149000,5635000,AWARDED,2024-02-21T00:00:00Z
T186,"Rainwater Harvesting Structure - Mysuru","Sunrise Builders",5099000,5635000,SUBMITTED,2024-02-25T00:00:00Z
T186,"Rainwater Harvesting Structure - Mysuru","Ahluwalia Works",5023000,5635000,ACTIVE,2024-02-25T00:00:00Z
T187,"Water Supply Pipeline Installation - Mysuru","IRB Services",10725000,11919000,AWARDED,2024-08-23T00:00:00Z
T187,"Water Supply Pipeline Installation - Mysuru","Vinayak Civil Works",13271000,11919000,SUBMITTED,2024-08-25T00:00:00Z
T187,"Water Supply Pipeline Installation - Mysuru","Ram Civil Works",11028000,11919000,ACTIVE,2024-08-26T00:00:00Z
T188,"Rural Electrification Works - Hubballi","Durga Builders",7561000,8375000,AWARDED,2024-03-03T00:00:00Z
T188,"Rural Electrification Works - Hubballi","Krishna Constructions Pvt Ltd",8401000,8375000,ACTIVE,2024-03-07T00:00:00Z
T188,"Rural Electrification Works - Hubballi","Blue Contractors",7386000,8375000,SUBMITTED,2024-03-05T00:00:00Z
T189,"Public Toilet Block (SBMG) - Hubballi","Ramesh Projects",556000,617000,AWARDED,2024-09-25T00:00:00Z
T189,"Public Toilet Block (SBMG) - Hubballi","Om Corporation",619000,617000,SUBMITTED,2024-09-26T00:00:00Z
T189,"Public Toilet Block (SBMG) - Hubballi","Meenakshi Engineering",632000,617000,ACTIVE,2024-09-28T00:00:00Z
T190,"Anganwadi Centre Construction - Hubballi","Maharashtra Engineering Ltd",1572000,1815000,AWARDED,2024-06-02T00:00:00Z
T190,"Anganwadi Centre Construction - Hubballi","Larsen Builders",1765000,1815000,SUBMITTED,2024-06-06T00:00:00Z
T190,"Anganwadi Centre Construction - Hubballi","Marwar Civil Works",1794000,1815000,ACTIVE,2024-06-03T00:00:00Z
T191,"Primary Health Sub-Centre Construction - Hubballi","Royal Constructions Pvt Ltd",7109000,7492000,AWARDED,2024-07-08T00:00:00Z
T191,"Primary Health Sub-Centre Construction - Hubballi","Ram Services",8407000,7492000,ACTIVE,2024-07-12T00:00:00Z
T191,"Primary Health Sub-Centre Construction - Hubballi","Premier Constructions Pvt Ltd",6658000,7492000,SUBMITTED,2024-07-10T00:00:00Z
T192,"Primary Health Sub-Centre Construction - Mangaluru","Ganesh Projects",7162000,7963000,AWARDED,2024-10-03T00:00:00Z
T192,"Primary Health Sub-Centre Construction - Mangaluru","Meenakshi Builders",8650000,7963000,ACTIVE,2024-10-05T00:00:00Z
T193,"Rural Electrification Works - Mangaluru","Premier Group",8593000,9316000,AWARDED,2024-06-29T00:00:00Z
T193,"Rural Electrification Works - Mangaluru","Vinayak Infrastructure",9368000,9316000,ACTIVE,2024-07-01T00:00:00Z
T193,"Rural Electrification Works - Mangaluru","Pandian Associates",9208000,9316000,ACTIVE,2024-07-02T00:00:00Z
T194,"Rural Road Construction - Mangaluru","IRB Corporation",2622000,3008000,AWARDED,2024-08-20T00:00:00Z
T194,"Rural Road Construction - Mangaluru","Ganga Projects",2725000,3008000,SUBMITTED,2024-08-21T00:00:00Z
T194,"Rural Road Construction - Mangaluru","Ambika Engineering",2985000,3008000,SUBMITTED,2024-08-23T00:00:00Z
T195,"Check Dam Construction - Mangaluru","Pioneer Contractors",13092000,15189000,AWARDED,2024-05-23T00:00:00Z
T195,"Check Dam Construction - Mangaluru","Bengal Group",16472000,15189000,SUBMITTED,2024-05-27T00:00:00Z
T196,"Tribal Welfare Hostel Construction - Belagavi","Ambika Projects",14213000,15511000,AWARDED,2024-09-28T00:00:00Z
T196,"Tribal Welfare Hostel Construction - Belagavi","Vimal Works",17337000,15511000,SUBMITTED,2024-09-29T00:00:00Z
T197,"Gram Panchayat Office Renovation - Belagavi","Ganesh Engineering",2729000,2932000,AWARDED,2024-01-31T00:00:00Z
T197,"Gram Panchayat Office Renovation - Belagavi","Ahluwalia Infra Ltd",3110000,2932000,SUBMITTED,2024-02-03T00:00:00Z
T197,"Gram Panchayat Office Renovation - Belagavi","Karnataka Builders",2984000,2932000,SUBMITTED,2024-02-02T00:00:00Z
T198,"Solar Street Lighting - Belagavi","Krishna Builders",2620000,3052000,AWARDED,2024-06-17T00:00:00Z
T198,"Solar Street Lighting - Belagavi","Ganga Builders",3399000,3052000,ACTIVE,2024-06-21T00:00:00Z
T199,"Drainage and Sanitation Works - Belagavi","Meenakshi Infrastructure",5730000,6086000,AWARDED,2024-10-22T00:00:00Z
T199,"Drainage and Sanitation Works - Belagavi","Premier Projects",6078000,6086000,ACTIVE,2024-10-26T00:00:00Z
T199,"Drainage and Sanitation Works - Belagavi","Vimal Infra Pvt Ltd",6403000,6086000,SUBMITTED,2024-10-25T00:00:00Z
T200,"Rural Electrification Works - Kalaburagi","Ganga Solutions",7754000,8845000,AWARDED,2024-02-12T00:00:00Z
T200,"Rural Electrification Works - Kalaburagi","Kalinga Solutions",8272000,8845000,SUBMITTED,2024-02-16T00:00:00Z
T201,"Borewell and Handpump Installation - Kalaburagi","National Enterprises",537000,577000,AWARDED,2024-07-13T00:00:00Z
T201,"Borewell and Handpump Installation - Kalaburagi","Ahluwalia Corporation",564000,577000,SUBMITTED,2024-07-14T00:00:00Z
T201,"Borewell and Handpump Installation - Kalaburagi","Birla Group",632000,577000,SUBMITTED,2024-07-16T00:00:00Z
T202,"Government Primary School Renovation - Kalaburagi","Shiva Engineering Ltd",5988000,7004000,AWARDED,2024-07-24T00:00:00Z
T202,"Government Primary School Renovation - Kalaburagi","KNR Builders",7259000,7004000,SUBMITTED,2024-07-27T00:00:00Z
T202,"Government Primary School Renovation - Kalaburagi","Sunrise Engineering Ltd",6244000,7004000,ACTIVE,2024-07-28T00:00:00Z
T203,"Irrigation Canal Construction - Davanagere","KNR Engineering Ltd",11948000,12840000,AWARDED,2024-08-13T00:00:00Z
T203,"Irrigation Canal Construction - Davanagere","Marwar Works",13161000,12840000,ACTIVE,2024-08-16T00:00:00Z
T204,"Check Dam Construction - Davanagere","Royal Developers",6992000,7796000,AWARDED,2024-09-28T00:00:00Z
T204,"Check Dam Construction - Davanagere","Shree Civil Works",8549000,7796000,ACTIVE,2024-10-01T00:00:00Z
T204,"Check Dam Construction - Davanagere","Rajasthan Services",7407000,7796000,SUBMITTED,2024-10-01T00:00:00Z
T205,"Anganwadi Centre Construction - Davanagere","Island Works",2216000,2379000,AWARDED,2024-07-07T00:00:00Z
T205,"Anganwadi Centre Construction - Davanagere","PQR Civil Works",2160000,2379000,SUBMITTED,2024-07-09T00:00:00Z
T205,"Anganwadi Centre Construction - Davanagere","Andhra Projects",2591000,2379000,SUBMITTED,2024-07-11T00:00:00Z
T206,"Irrigation Canal Construction - Davanagere","J Kumar Construction Co",16297000,18785000,AWARDED,2024-08-01T00:00:00Z
T206,"Irrigation Canal Construction - Davanagere","Shree Corporation",20144000,18785000,SUBMITTED,2024-08-03T00:00:00Z
T206,"Irrigation Canal Construction - Davanagere","Tata Projects",20494000,18785000,ACTIVE,2024-08-04T00:00:00Z
T207,"Tribal Welfare Hostel Construction - Ballari","Durga Corporation",12916000,13903000,AWARDED,2024-06-15T00:00:00Z
T207,"Tribal Welfare Hostel Construction - Ballari","Elite Infrastructure",13190000,13903000,SUBMITTED,2024-06-16T00:00:00Z
T208,"Primary Health Sub-Centre Construction - Ballari","J Kumar Enterprises",6218000,6612000,AWARDED,2024-04-09T00:00:00Z
T208,"Primary Health Sub-Centre Construction - Ballari","Simplex Engineering Ltd",6062000,6612000,SUBMITTED,2024-04-13T00:00:00Z
T209,"Drainage and Sanitation Works - Ballari","Megha Developers",6347000,7025000,AWARDED,2024-01-14T00:00:00Z
T209,"Drainage and Sanitation Works - Ballari","Rajasthan Civil Works",6449000,7025000,SUBMITTED,2024-01-18T00:00:00Z
T210,"Soil Conservation Works - Shivamogga","Ram Civil Works",2883000,3373000,AWARDED,2024-04-29T00:00:00Z
T210,"Soil Conservation Works - Shivamogga","Ahluwalia Services",3299000,3373000,SUBMITTED,2024-05-01T00:00:00Z
T211,"Fair Price Shop Construction - Shivamogga","Royal Solutions",642000,726000,AWARDED,2024-04-21T00:00:00Z
T211,"Fair Price Shop Construction - Shivamogga","Jai Infra Pvt Ltd",780000,726000,SUBMITTED,2024-04-22T00:00:00Z
T212,"Skill Development Training Centre - Shivamogga","Island Services",7576000,8434000,AWARDED,2024-10-24T00:00:00Z
T212,"Skill Development Training Centre - Shivamogga","Pratap Civil Works",7771000,8434000,ACTIVE,2024-10-28T00:00:00Z
T212,"Skill Development Training Centre - Shivamogga","Sunrise Works",7518000,8434000,SUBMITTED,2024-10-26T00:00:00Z
T213,"Rural Electrification Works - Shivamogga","Sunrise Corporation",4065000,4425000,AWARDED,2024-01-04T00:00:00Z
T213,"Rural Electrification Works - Shivamogga","Apex Projects",4961000,4425000,SUBMITTED,2024-01-08T00:00:00Z
T214,"Rural Bridge Construction - Tumakuru","Blue Enterprises",35050000,38841000,AWARDED,2024-06-28T00:00:00Z
T214,"Rural Bridge Construction - Tumakuru","Simplex Civil Works",39866000,38841000,SUBMITTED,2024-07-02T00:00:00Z
T214,"Rural Bridge Construction - Tumakuru","Jai Services",34534000,38841000,ACTIVE,2024-07-01T00:00:00Z
T215,"Skill Development Training Centre - Tumakuru","Royal Builders",5127000,5485000,AWARDED,2024-10-25T00:00:00Z
T215,"Skill Development Training Centre - Tumakuru","Ramesh Works",5304000,5485000,SUBMITTED,2024-10-27T00:00:00Z
T216,"Tribal Welfare Hostel Construction - Tumakuru","Om Infra Pvt Ltd",13445000,14427000,AWARDED,2024-10-15T00:00:00Z
T216,"Tribal Welfare Hostel Construction - Tumakuru","Bengal Infra Pvt Ltd",15026000,14427000,ACTIVE,2024-10-18T00:00:00Z
T216,"Tribal Welfare Hostel Construction - Tumakuru","Ganga Group",12930000,14427000,SUBMITTED,2024-10-18T00:00:00Z
T217,"Solid Waste Management System - Tumakuru","Andhra Engineering",10709000,11327000,AWARDED,2024-01-05T00:00:00Z
T217,"Solid Waste Management System - Tumakuru","Krishna Engineering",12597000,11327000,SUBMITTED,2024-01-06T00:00:00Z
T218,"Water Supply Pipeline Installation - Ahmedabad","Megha Engineering",14180000,15325000,AWARDED,2024-10-26T00:00:00Z
T218,"Water Supply Pipeline Installation - Ahmedabad","Maharashtra Projects",14770000,15325000,SUBMITTED,2024-10-30T00:00:00Z
T218,"Water Supply Pipeline Installation - Ahmedabad","XYZ Associates",14673000,15325000,SUBMITTED,2024-10-29T00:00:00Z
T219,"Cattle Shed and Veterinary Centre - Ahmedabad","Jai Infra Ltd",5426000,5934000,AWARDED,2024-09-25T00:00:00Z
T219,"Cattle Shed and Veterinary Centre - Ahmedabad","Karnataka Associates",5396000,5934000,ACTIVE,2024-09-27T00:00:00Z
T220,"Check Dam Construction - Ahmedabad","Karnataka Constructions",12946000,13695000,AWARDED,2024-07-29T00:00:00Z
T220,"Check Dam Construction - Ahmedabad","PQR Associates",12706000,13695000,SUBMITTED,2024-07-31T00:00:00Z
T221,"Check Dam Construction - Ahmedabad","Ahluwalia Civil Works",12870000,14080000,AWARDED,2024-03-16T00:00:00Z
T221,"Check Dam Construction - Ahmedabad","Gayatri Corporation",13562000,14080000,SUBMITTED,2024-03-20T00:00:00Z
T221,"Check Dam Construction - Ahmedabad","Sahyadri Constructions Pvt Ltd",13422000,14080000,ACTIVE,2024-03-17T00:00:00Z
T222,"PMGSY Road Upgradation - Surat","Shapoorji Solutions",17834000,19681000,AWARDED,2024-04-11T00:00:00Z
T222,"PMGSY Road Upgradation - Surat","Lakshmi Engineering Ltd",19113000,19681000,SUBMITTED,2024-04-13T00:00:00Z
T222,"PMGSY Road Upgradation - Surat","Sai Construction Co",20411000,19681000,SUBMITTED,2024-04-15T00:00:00Z
T223,"Irrigation Canal Construction - Surat","Marwar Infra Ltd",6756000,7426000,AWARDED,2024-01-10T00:00:00Z
T223,"Irrigation Canal Construction - Surat","Megha Infra Ltd",6562000,7426000,ACTIVE,2024-01-11T00:00:00Z
T224,"Government Primary School Renovation - Surat","Jai Group",2841000,3254000,AWARDED,2024-06-03T00:00:00Z
T224,"Government Primary School Renovation - Surat","Elite Civil Works",3052000,3254000,ACTIVE,2024-06-06T00:00:00Z
T224,"Government Primary School Renovation - Surat","Saraswati Associates",2937000,3254000,ACTIVE,2024-06-04T00:00:00Z
T225,"Water Supply Pipeline Installation - Surat","Vinayak Contractors",14098000,15189000,AWARDED,2024-02-13T00:00:00Z
T225,"Water Supply Pipeline Installation - Surat","Om Constructions Pvt Ltd",14072000,15189000,SUBMITTED,2024-02-16T00:00:00Z
T226,"Borewell and Handpump Installation - Vadodara","J Kumar Projects",808000,902000,AWARDED,2024-06-07T00:00:00Z
T226,"Borewell and Handpump Installation - Vadodara","Sai Infrastructure",987000,902000,ACTIVE,2024-06-11T00:00:00Z
T227,"Drainage and Sanitation Works - Vadodara","Andhra Group",5402000,5882000,AWARDED,2024-03-26T00:00:00Z
T227,"Drainage and Sanitation Works - Vadodara","Marwar Contractors",6183000,5882000,SUBMITTED,2024-03-28T00:00:00Z
T228,"Drainage and Sanitation Works - Vadodara","BrightSun Infrastructure",6637000,7411000,AWARDED,2024-09-16T00:00:00Z
T228,"Drainage and Sanitation Works - Vadodara","Tamil Works",8275000,7411000,SUBMITTED,2024-09-19T00:00:00Z
T229,"Government Primary School Renovation - Vadodara","XYZ Builders",7204000,7634000,AWARDED,2024-08-08T00:00:00Z
T229,"Government Primary School Renovation - Vadodara","Tamil Developers",8396000,7634000,SUBMITTED,2024-08-09T00:00:00Z
T230,"Rural Road Construction - Rajkot","KNR Builders",11239000,13000000,AWARDED,2024-07-19T00:00:00Z
T230,"Rural Road Construction - Rajkot","Vinayak Group",12936000,13000000,SUBMITTED,2024-07-23T00:00:00Z
T231,"Cold Storage Facility - Rajkot","Rajasthan Works",9219000,10534000,AWARDED,2024-01-14T00:00:00Z
T231,"Cold Storage Facility - Rajkot","Durga Infrastructure",10994000,10534000,SUBMITTED,2024-01-18T00:00:00Z
T231,"Cold Storage Facility - Rajkot","Ram Civil Works",11343000,10534000,SUBMITTED,2024-01-16T00:00:00Z
T232,"Borewell and Handpump Installation - Rajkot","Simplex Projects",2094000,2397000,AWARDED,2024-03-15T00:00:00Z
T232,"Borewell and Handpump Installation - Rajkot","Sai Contractors",2281000,2397000,SUBMITTED,2024-03-18T00:00:00Z
T233,"Rural Bridge Construction - Rajkot","Pandian Works",28797000,32888000,AWARDED,2024-01-15T00:00:00Z
T233,"Rural Bridge Construction - Rajkot","PQR Developers",29237000,32888000,ACTIVE,2024-01-17T00:00:00Z
T233,"Rural Bridge Construction - Rajkot","NCC Corporation",36683000,32888000,SUBMITTED,2024-01-17T00:00:00Z
T234,"Solid Waste Management System - Bhavnagar","Pioneer Constructions",5870000,6443000,AWARDED,2024-09-09T00:00:00Z
T234,"Solid Waste Management System - Bhavnagar","Ram Developers",5723000,6443000,SUBMITTED,2024-09-12T00:00:00Z
T234,"Solid Waste Management System - Bhavnagar","AFCONS Projects",6891000,6443000,SUBMITTED,2024-09-11T00:00:00Z
T235,"Rural Bridge Construction - Bhavnagar","Pandian Group",36949000,42476000,AWARDED,2024-08-06T00:00:00Z
T235,"Rural Bridge Construction - Bhavnagar","Sahyadri Corporation",40015000,42476000,ACTIVE,2024-08-09T00:00:00Z
T236,"Solid Waste Management System - Bhavnagar","Vimal Solutions",5313000,6060000,AWARDED,2024-03-04T00:00:00Z
T236,"Solid Waste Management System - Bhavnagar","Shapoorji Infra Ltd",5579000,6060000,SUBMITTED,2024-03-08T00:00:00Z
T237,"Borewell and Handpump Installation - Jamnagar","Durga Constructions",549000,629000,AWARDED,2024-08-01T00:00:00Z
T237,"Borewell and Handpump Installation - Jamnagar","Ramesh Group",560000,629000,ACTIVE,2024-08-02T00:00:00Z
T237,"Borewell and Handpump Installation - Jamnagar","J Kumar Infrastructure",683000,629000,SUBMITTED,2024-08-03T00:00:00Z
T238,"Drainage and Sanitation Works - Jamnagar","J Kumar Services",8427000,9497000,AWARDED,2024-02-01T00:00:00Z
T238,"Drainage and Sanitation Works - Jamnagar","Kalinga Constructions",8519000,9497000,SUBMITTED,2024-02-02T00:00:00Z
T239,"PMGSY Road Upgradation - Jamnagar","Apex Engineering Ltd",41758000,45034000,AWARDED,2024-06-16T00:00:00Z
T239,"PMGSY Road Upgradation - Jamnagar","Island Engineering",41155000,45034000,ACTIVE,2024-06-18T00:00:00Z
T239,"PMGSY Road Upgradation - Jamnagar","Ganesh Engineering Ltd",43257000,45034000,ACTIVE,2024-06-19T00:00:00Z
T240,"Solid Waste Management System - Jamnagar","Ram Group",8090000,9319000,AWARDED,2024-08-06T00:00:00Z
T240,"Solid Waste Management System - Jamnagar","Apex Contractors",9172000,9319000,SUBMITTED,2024-08-08T00:00:00Z
T240,"Solid Waste Management System - Jamnagar","Marwar Constructions Pvt Ltd",10529000,9319000,ACTIVE,2024-08-07T00:00:00Z
T241,"Water Supply Pipeline Installation - Gandhinagar","Era Civil Works",2782000,3115000,AWARDED,2024-02-08T00:00:00Z
T241,"Water Supply Pipeline Installation - Gandhinagar","Bengal Civil Works",3106000,3115000,ACTIVE,2024-02-09T00:00:00Z
T242,"Water Supply Pipeline Installation - Gandhinagar","Vinayak Builders",8012000,9407000,AWARDED,2024-09-03T00:00:00Z
T242,"Water Supply Pipeline Installation - Gandhinagar","Gujarat Infrastructure",10356000,9407000,ACTIVE,2024-09-06T00:00:00Z
T243,"Cattle Shed and Veterinary Centre - Gandhinagar","Karnataka Corporation",3833000,4181000,AWARDED,2024-08-03T00:00:00Z
T243,"Cattle Shed and Veterinary Centre - Gandhinagar","Ganesh Corporation",4548000,4181000,ACTIVE,2024-08-04T00:00:00Z
T243,"Cattle Shed and Veterinary Centre - Gandhinagar","Saraswati Works",4585000,4181000,ACTIVE,2024-08-07T00:00:00Z
T244,"Anganwadi Centre Construction - Junagadh","Era Solutions",2029000,2138000,AWARDED,2024-02-27T00:00:00Z
T244,"Anganwadi Centre Construction - Junagadh","Birla Engineering",2405000,2138000,SUBMITTED,2024-02-28T00:00:00Z
T245,"Skill Development Training Centre - Junagadh","Kalinga Corporation",5672000,6410000,AWARDED,2024-06-19T00:00:00Z
T245,"Skill Development Training Centre - Junagadh","Ganesh Builders",6654000,6410000,SUBMITTED,2024-06-23T00:00:00Z
T245,"Skill Development Training Centre - Junagadh","Vimal Projects",5886000,6410000,SUBMITTED,2024-06-22T00:00:00Z
T246,"Soil Conservation Works - Junagadh","Larsen Group",4177000,4502000,AWARDED,2024-07-30T00:00:00Z
T246,"Soil Conservation Works - Junagadh","Sai Builders",5035000,4502000,SUBMITTED,2024-08-01T00:00:00Z
T247,"Water Supply Pipeline Installation - Anand","IRB Group",12068000,13423000,AWARDED,2024-10-25T00:00:00Z
T247,"Water Supply Pipeline Installation - Anand","IRB Engineering Ltd",14897000,13423000,ACTIVE,2024-10-26T00:00:00Z
T248,"Soil Conservation Works - Anand","Larsen Contractors",2464000,2676000,AWARDED,2024-08-02T00:00:00Z
T248,"Soil Conservation Works - Anand","Kalinga Constructions Pvt Ltd",2819000,2676000,ACTIVE,2024-08-05T00:00:00Z
T249,"Cold Storage Facility - Anand","Birla Works",22397000,24643000,AWARDED,2024-01-15T00:00:00Z
T249,"Cold Storage Facility - Anand","Ahluwalia Builders",21778000,24643000,ACTIVE,2024-01-19T00:00:00Z
T249,"Cold Storage Facility - Anand","Gayatri Construction Co",21977000,24643000,SUBMITTED,2024-01-16T00:00:00Z
T250,"Soil Conservation Works - Mehsana","Tata Developers",6819000,7343000,AWARDED,2024-10-25T00:00:00Z
T250,"Soil Conservation Works - Mehsana","Tamil Corporation",7776000,7343000,ACTIVE,2024-10-27T00:00:00Z
T251,"Solar Street Lighting - Mehsana","Ganga Civil Works",6833000,7443000,AWARDED,2024-04-07T00:00:00Z
T251,"Solar Street Lighting - Mehsana","J Kumar Developers",8080000,7443000,SUBMITTED,2024-04-09T00:00:00Z
T251,"Solar Street Lighting - Mehsana","Kalinga Contractors",8387000,7443000,ACTIVE,2024-04-11T00:00:00Z
T252,"Anganwadi Centre Construction - Mehsana","Shiva Infra Pvt Ltd",1948000,2173000,AWARDED,2024-10-01T00:00:00Z
T252,"Anganwadi Centre Construction - Mehsana","Ambika Infrastructure",1926000,2173000,SUBMITTED,2024-10-05T00:00:00Z
T252,"Anganwadi Centre Construction - Mehsana","Krishna Construction Co",2022000,2173000,SUBMITTED,2024-10-03T00:00:00Z
T253,"Rural Electrification Works - Lucknow","Blue Engineering",6636000,7182000,AWARDED,2024-06-05T00:00:00Z
T253,"Rural Electrification Works - Lucknow","NCC Solutions",7060000,7182000,SUBMITTED,2024-06-07T00:00:00Z
T253,"Rural Electrification Works - Lucknow","Shapoorji Works",8012000,7182000,ACTIVE,2024-06-06T00:00:00Z
T254,"Panchayat Community Hall - Lucknow","Maharashtra Constructions Pvt Ltd",6011000,6997000,AWARDED,2024-07-15T00:00:00Z
T254,"Panchayat Community Hall - Lucknow","XYZ Infrastructure",6977000,6997000,SUBMITTED,2024-07-16T00:00:00Z
